Flow ID, Source IP, Source Port, Destination IP, Protocol, Timestamp, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets,Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count,Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Label
192.168.10.5-172.16.0.1-17105-21-6,192.168.10.5,17105,172.16.0.1,6,3/7/2017 9:30:16,21,7681461,9,21,12068.931983265551,98400.024674296,51.51322472325531,30.981357807387234,582.8728286775206,427.3210967004261,324.83303115200897,41.06070927899611,7.720463073759038,64.1920774930308,862716.687286218,39041.74530067881,1,0,1,0,1,0,1373705.7409111797,1695149.8699526063,8013076.776637171,53566.29241533749,3621654.6240715263,759612.9160894689,1176685.668395203,51673.63248102293,869593.3931418409,1355177.7964842946,8535550.62135653,3981.6493468632143,3.0056017388185707,426.7316021745992,515.1055184460963,726.4235774280937,FTP-Patator
192.168.10.8-205.174.165.73-3899-443-17,192.168.10.8,3899,205.174.165.73,17,3/7/2017 11:00:24,443,29987280,22,37,42276.92093452477,22873.252417018964,666.9996210383456,70.07800262275423,683.7413969417449,50.768860297028986,208.80796162782983,74.03563930004606,710.0043218873775,281.38537713765425,438097.29439128673,18333.782179034257,1,0,1,1,1,0,3174159.994106167,318984.3316068779,4736580.031628672,27890.220609524185,2786407.7948796656,1266765.7002867435,651753.4022959281,26277.55766941683,4743310.163345274,1072927.7612557749,4013269.7304422827,91927.4451160669,4.533081201011976,875.5329783076589,90.75815802873637,121.4964916168387,BENIGN
192.168.10.15-205.174.165.68-32342-25-6,192.168.10.15,32342,205.174.165.68,6,3/7/2017 11:28:42,25,24898755,38,26,5792.491346473461,3975.5763353767184,303.6708997270527,30.034310469936443,559.9816108204828,195.35487894413478,557.7878399937672,51.01960285610488,9.124065448078728,262.2815618884235,265887.5181196096,26525.964963755567,0,0,0,0,1,0,4006126.456467846,566001.0352142829,4747595.524659413,47873.43532899208,495235.0695586938,1163572.6143352508,6333965.631353094,54140.28306208014,4019349.7788503217,438337.18449806434,1269555.826324643,50986.78927526072,4.305927371998058,67.99401698774388,385.0384409904494,740.5212860885454,BENIGN
192.168.10.25-205.174.165.68-62471-8080-6,192.168.10.25,62471,205.174.165.68,6,3/7/2017 11:40:48,8080,54544939,4,27,2145.4452986526207,32048.757955902805,591.9432568661708,19.26056941722033,544.8714379078522,186.84111681124648,674.7425080065038,83.63724415520983,168.54079299760144,453.7539486859975,479365.8004320842,47469.395321036725,1,0,0,1,1,0,2485667.421411692,225166.2261651797,5998217.83832565,41731.64372618047,2808433.364512125,2113423.1215339256,7770480.15188901,77291.80726513275,199742.7407473745,832168.2973191291,2808334.7875257647,65016.68602735652,4.933394525837554,341.4826341233915,627.2433541824535,453.971901873617,BENIGN
192.168.10.25-172.16.0.5-31781-47366-17,192.168.10.25,31781,172.16.0.5,17,3/7/2017 15:32:31,47366,259026,3,2,26636.955707146815,61636.6659338518,94.40155608497113,62.91213726119073,700.6206508982061,437.3757589196673,891.6507271697883,22.78422289569052,695.1148784112789,162.08217630988963,239414.79299973632,9563.328828108759,0,1,0,1,1,0,1392610.6789674663,1793281.5273966216,6696846.236222321,18835.278427834844,3065268.654024243,2360680.151118584,8022444.231056349,68833.21798966474,949830.2521967655,2057938.978705263,7126210.372356766,55290.3192647863,1.0223224311333383,462.69043223372864,390.0845097755022,87.90807458344486,PortScan
192.168.10.50-205.174.165.68-17121-53-17,192.168.10.50,17121,205.174.165.68,17,3/7/2017 13:11:56,53,96239674,18,36,22953.961244750248,34139.9432318955,382.08857110869604,7.205024549764161,93.32195836965195,188.2810101401602,826.0251356348494,39.308096470882795,49.90980320942448,405.99559222952274,254810.8617052861,24752.780219450797,0,1,0,0,0,0,4907888.189990344,1884338.177331462,4895595.95251618,10807.917622006047,2185861.1474515754,939425.9405012005,1397273.6284959852,12291.659683983713,3800622.10564687,2982569.93415584,410346.15391304373,7027.998028215776,0.5373081396702933,535.2226366729609,95.566586314909,71.91796931856013,BENIGN
192.168.10.1-172.16.0.1-8326-22-17,192.168.10.1,8326,172.16.0.1,17,3/7/2017 14:13:02,22,96579313,18,18,21490.132153287628,23048.833176819684,927.4678521267468,57.06171002367627,200.05183254099373,276.3078970966914,1261.1519944261274,15.170289593155728,415.28268671102825,158.35889712851946,219872.30458738148,40285.51540017117,1,0,1,1,0,0,4772366.589322529,273533.2527288853,7404561.088542063,97867.24967813939,1348645.7917671774,1458771.2315744895,956836.5846718063,84538.22687745259,1104867.4301067179,1378519.8392631235,1656425.5872283261,17354.310987610766,1.1017080873053775,107.38690944886476,179.07805743345017,231.37067687805708,BENIGN
192.168.10.50-172.16.0.5-16240-80-6,192.168.10.50,16240,172.16.0.5,6,3/7/2017 17:54:24,80,54832587,46,28,22126.377802485797,73916.43888363123,576.7132809451189,61.505292170266934,285.12197559528005,270.63231082653937,407.58495262036575,88.18063041069445,368.639870192764,394.7938787756365,523935.38014805864,16104.000814525709,1,1,0,1,0,0,1864805.2641941505,2110369.1625004327,6009535.479317586,69892.88455492142,1888321.346356781,2364209.854692362,2071309.105897572,31421.178097475677,2025511.4240252136,746296.9805657964,2906788.1329694833,23089.547738018668,3.0021781801331997,469.71302450191286,18.206983915486337,701.4491477793591,BENIGN
192.168.10.1-205.174.165.73-38488-8080-17,192.168.10.1,38488,205.174.165.73,17,3/7/2017 9:28:45,8080,51133053,2,31,21814.592452413766,44532.755694678446,636.206724749441,43.73623449722359,261.1725380377294,134.56082108093332,1367.397967693572,25.985908864833974,118.57364979689002,109.5683867247661,585494.5826903651,25858.48964717433,0,0,0,0,0,0,3803551.205567277,269917.5039031625,9158499.178197509,9237.678062505984,3476563.973457516,150195.21676878133,792553.6129812794,93201.00937422017,2265504.157134493,879458.4305949665,8585002.529315185,27851.346039033466,4.579814381376656,229.08866710561793,233.69876015910205,390.3809770948006,BENIGN
192.168.10.8-205.174.165.68-36933-53-17,192.168.10.8,36933,205.174.165.68,17,3/7/2017 9:39:03,53,22538675,16,1,40386.43649270465,19538.50060897643,1068.7935956982612,6.7382103002341935,76.13272742765461,408.6448802916094,268.09589416481543,12.413728072538454,346.9028466573282,380.4301409756041,723208.4958175122,7635.930379352468,0,0,0,0,0,0,3831748.152983838,1539737.7270453966,207179.59857829538,50450.974624483424,284250.35602620494,404847.31272610865,483444.6660479075,15590.941046578522,661454.9175622148,2585064.8718096856,8342799.199163231,57386.45030793358,1.3963852622510942,245.7889203350555,131.35875413311186,82.40713764035901,BENIGN
192.168.10.5-205.174.165.73-9930-8080-6,192.168.10.5,9930,205.174.165.73,6,3/7/2017 17:48:02,8080,61843865,34,31,33876.270709283104,39501.69201963823,812.2034303050666,40.38984618246011,393.788088857868,481.05244952199325,1414.9280136785223,35.393548597682056,454.13787054347915,359.17792781303723,749343.3013945714,37581.563089575546,1,0,1,0,0,0,4024193.623528505,620679.0374238134,5997982.173764302,36750.12651230842,1492210.891676552,1813187.2617639273,4124130.0391087146,37594.422176121145,1868117.0800282005,943635.541660076,1987028.4758740198,1604.1541215557008,2.177687688733341,638.4536754365823,110.37762528252095,648.8978839875939,BENIGN
192.168.10.14-205.174.165.73-17047-80-6,192.168.10.14,17047,205.174.165.73,6,3/7/2017 10:41:50,80,30477018,29,16,24338.791668131642,46634.90482635071,697.807055393984,88.23834374896616,347.47447891392244,207.90001362420008,77.01937755978844,94.77254312152972,672.7791501582947,461.37336306752576,295418.0864545378,2655.967083035077,1,1,0,0,1,0,1773871.9217886855,1537684.5125468087,4771080.988684625,93397.71790903618,4343145.185976272,1438375.5341415626,3524824.3310639537,19347.93018575144,4609926.436346678,497836.1877290048,9920995.615519786,14593.902784837564,3.5555251151915677,269.6086098245305,18.51263181962093,164.02034813915097,BENIGN
192.168.10.15-205.174.165.73-23760-8080-17,192.168.10.15,23760,205.174.165.73,17,3/7/2017 8:28:25,8080,49387766,4,33,29281.058208382794,88353.30340146857,1137.7387213056925,43.34081766280505,385.4787314468394,333.16000841300144,821.9846195950854,74.89373204585206,379.4608045404172,499.3222652678544,153330.0052057771,41235.648608924814,0,1,0,0,0,0,3810543.8245458454,589002.7305451691,6168743.549577111,27575.98265588239,1101187.7299059797,132040.2615422819,121147.33111557752,13294.2022342186,2091879.381585675,580992.7676079207,7994716.67602078,88316.65974233035,2.1345574612563833,568.1868289049556,742.8197204102087,157.96198882479393,BENIGN
192.168.10.14-205.174.165.73-52601-80-6,192.168.10.14,52601,205.174.165.73,6,3/7/2017 10:54:02,80,62855049,66,31,5711.850926268669,66941.7138841795,1217.534667619377,34.273713541625696,545.9414216473222,186.0581928886243,703.3894541375535,95.65237556255114,432.78259164785175,273.9626798375334,901325.9248016806,37105.56713141496,0,0,1,1,1,0,4030944.8016379145,2334888.3367312723,2452965.3956144215,81493.18547712654,2169366.8322040127,816565.5954514506,9399400.465848671,30056.894942279432,4863805.72334963,2973938.7051323596,512865.7037094564,59169.2844780851,4.008368993666988,257.64227737856504,618.0517458243592,416.26056222408187,Web Attack - Sql Injection
192.168.10.8-172.16.0.1-46727-80-17,192.168.10.8,46727,172.16.0.1,17,3/7/2017 11:29:57,80,774394,239,26,28328.643490080958,29908.452988512214,363.74128418913637,62.305814386288574,711.3687187158122,331.44116798907737,1162.4490616540274,92.61245048739501,42.677278270703304,202.96235313661703,21998588.2650299,117520.81173037516,0,1,0,0,1,0,1178411.5987464767,2637317.530761626,4918607.766019964,95827.42631163051,2942116.119490138,1215953.091459847,8494500.609868119,28646.759125021003,3052863.620390352,494683.2806492882,1591920.0031446035,32714.289868955337,1.884238230183668,82.87837431326383,61.57114775279673,597.1457235744048,DoS Hulk
192.168.10.1-172.16.0.5-20122-80-17,192.168.10.1,20122,172.16.0.5,17,3/7/2017 8:30:11,80,92027955,125,22,33302.91158407824,8752.018988452726,247.8323455104201,30.976739026711687,74.97848219578471,498.15776788765004,123.51868660954379,3.9513719188893903,0.15983630770691204,461.27555963489465,789542.6837350009,44852.806773358636,1,0,0,1,1,0,3077175.424875685,1578262.479715421,8318022.16267116,28444.485469621417,324712.5991559235,1818503.1977086237,2599822.2200121013,64346.40271669265,3499713.6337642167,288360.5695459733,6064835.87799906,68903.202774895,0.1601686847729039,852.1564330060602,498.7564319529003,521.1815785951557,Web Attack - Sql Injection
192.168.10.25-205.174.165.73-53909-8080-6,192.168.10.25,53909,205.174.165.73,6,3/7/2017 16:19:18,8080,89423281,21,13,12034.06395811094,14872.091787483254,232.82861750719297,7.945312603375376,440.7623216983394,58.859069450497515,161.5117415587498,44.89201912739108,111.99511618969807,36.72107786862272,770366.7084330932,34386.29035649836,0,1,0,0,0,0,4649366.350632571,2004808.029739083,6716406.908044236,72938.04555212765,1512730.0075231565,2127332.3046365054,8955896.383019408,65618.16635268638,1821046.6636915111,1172382.83585359,3450856.437240194,4891.218268409003,4.205606760571435,803.6273811175074,292.169301881804,609.3891067297212,BENIGN
192.168.10.15-205.174.165.73-9733-25-17,192.168.10.15,9733,205.174.165.73,17,3/7/2017 14:50:45,25,94943545,28,20,47903.25571428733,75151.41112101729,1302.200794590882,18.396188324271655,651.8806188360229,82.0895617987572,375.90056749955977,9.321633344064795,656.6407195573794,167.2781338846973,42025.475831472315,7017.049282797938,1,1,0,1,0,0,2089350.9700316594,2312579.825726713,6315379.616672361,71136.5218035601,4001043.1265412616,1119071.6774131316,27373.068377170017,48279.836603677286,4121620.2068803487,1503230.6805635963,2110617.618844348,33251.79195430554,3.2933282054131507,736.5454639796351,378.73585488710194,398.15182457132363,BENIGN
192.168.10.12-205.174.165.73-51467-80-6,192.168.10.12,51467,205.174.165.73,6,3/7/2017 17:39:59,80,3495994,8869,35,14509.664304104535,99679.01166958628,684.6545492617078,28.448567042205784,13.436176296340086,294.66013098896565,1447.6286261361645,6.279846634356345,622.1645765652938,208.62255964073688,27780750.558196962,416491.1050705034,0,1,1,0,1,0,1323502.5219724511,2674539.5880651777,8521647.23267484,81673.62677266667,3342161.1377738575,1738691.171723796,3948125.7844988937,428.50191201478924,1146104.22553659,665402.813673211,8215071.294400835,23897.996840611235,0.011252069101138074,47.76375709949021,57.07928427899911,602.4628594907077,DoS Hulk
192.168.10.1-205.174.165.73-39046-22-6,192.168.10.1,39046,205.174.165.73,6,3/7/2017 12:49:38,22,88756651,36,18,38983.739955675475,85523.38796469077,1388.4437306517036,38.902651936378106,544.2909206929843,88.61835876503305,984.1537982254149,1.4211354293555245,322.1253626775567,164.3874147789291,245596.31158842554,23993.22577591646,0,0,0,0,1,0,3359054.3365885494,1246726.9412099153,9059545.42953144,20409.332759053843,819536.4982422298,292812.9307573889,9317414.707599469,30949.242411468236,2711597.706808056,1646042.0036097453,685897.6987172483,98281.3605335121,4.366105799430641,853.0302862607152,2.496164032735976,179.6635635158919,BENIGN
192.168.10.50-205.174.165.68-8982-22-17,192.168.10.50,8982,205.174.165.68,17,3/7/2017 12:11:07,22,16387650,31,39,13915.028343162312,8326.810118749028,1183.5000413510586,35.3240163448442,290.9105111282425,94.65008059629965,1417.4110768393716,72.53152431415583,683.1899504021548,310.1709850295459,969422.1153356867,38324.196296343274,0,0,0,0,0,0,2610433.5418052203,2068589.4087286864,1941704.413197215,99111.35354989312,3786571.7944342736,1054147.7508050748,3401807.7592183817,38927.82091547944,3783781.5818340164,310708.16086102335,5124197.5110666575,81180.9431034769,1.061799904984348,190.1436866899958,478.116924781854,580.0975351763208,BENIGN
192.168.10.50-205.174.165.73-26404-25-17,192.168.10.50,26404,205.174.165.73,17,3/7/2017 9:47:14,25,49509001,13,2,1818.974112313021,18808.052691609955,856.4089464629604,1.7121329811680241,498.43518026500965,186.26869711546905,508.0884219951966,74.97326719576054,5.578351968435868,157.5850876495497,463481.2778623794,6703.98095362722,0,0,1,0,1,0,2471727.0416611824,2988407.0355803794,7259036.806343793,34070.333182627735,3124732.7406268306,97440.29014139343,8352267.119145415,31706.69097158132,1560290.885607955,2466493.7278399006,2934513.1694479864,85865.69138361084,0.274565031344019,300.2051164569233,723.0585012495691,102.68961095757842,BENIGN
192.168.10.15-205.174.165.73-65335-22-6,192.168.10.15,65335,205.174.165.73,6,3/7/2017 14:09:17,22,48826428,5,31,15419.256589795794,29982.013558500166,34.09835352913776,98.12538645055533,245.8153824402549,355.9001538644591,1304.2573273639164,93.14103165638025,452.179807794537,425.7849458609619,362532.1620209081,4757.863273709672,0,1,0,0,0,0,2882056.8029698157,1746684.5914804544,788388.642036868,4907.87049868322,1557442.6144908066,2281903.23450137,7548406.313457065,91297.32091669185,398315.70579026255,2138441.6419774997,9352093.083959958,87030.04173225329,2.7303231245728727,906.3194137242938,493.42478232949634,75.326788585591,BENIGN
192.168.10.25-172.16.0.1-44139-8080-17,192.168.10.25,44139,172.16.0.1,17,3/7/2017 8:19:58,8080,99467996,4,8,3437.377547590048,94898.38253311517,882.4563883693081,10.682869621666047,357.73281590561294,234.61155894957696,541.6922987176703,54.19644125319342,198.21168757308425,295.4269272821291,561190.4702709952,39705.35593017033,0,1,0,0,0,0,3154194.38526959,50536.47168686237,2184178.808983315,70816.14965696739,846847.9192950451,2871874.6711800015,8638252.964798221,50968.44527020047,4948234.238025191,15859.470100951012,5229751.234879549,27331.44132546391,3.9733050662968776,776.2623119491352,140.6624642721534,410.6728280218972,BENIGN
192.168.10.25-172.16.0.5-55092-8080-17,192.168.10.25,55092,172.16.0.5,17,3/7/2017 11:39:42,8080,18281865,26,37,20577.15092254662,57833.16961501743,404.0403580184728,61.63848478804527,667.1757723650828,353.45218114638396,382.498927209574,60.52559204226527,1.0894796502730064,57.305359861049624,590737.3591599235,37339.28175752468,0,0,1,0,0,0,662242.8711901674,120618.58693187633,9981449.786573347,74488.01476252392,3656262.4228074863,2052204.5059811794,1329620.701463512,21813.56718879123,4796999.063812701,1723724.171582259,6518529.967233908,71723.6504784035,4.149853538581137,13.759921590654756,80.21523994220594,154.75008514006345,BENIGN
192.168.10.15-205.174.165.73-25844-53-17,192.168.10.15,25844,205.174.165.73,17,3/7/2017 9:55:23,53,89002424,13,40,7295.774000429162,38921.10314456983,282.00103942250166,66.58569936313746,710.073869651017,121.38425368783373,733.3702700116821,27.38974499512524,36.700069450463666,1.5286968398592893,463582.50944767223,3070.22995553653,0,1,1,0,0,0,2067021.731675285,2643919.7723688916,1406978.613394958,27932.807935074023,2130761.435965209,41302.85545961454,7856952.232318619,52959.23580623793,2932422.252536902,1043528.936129712,6442500.146054904,44934.30718848407,3.4421545216384457,275.6155717333254,357.6264155852134,292.9461762475194,BENIGN
192.168.10.8-172.16.0.1-52208-25-6,192.168.10.8,52208,172.16.0.1,6,3/7/2017 11:28:57,25,65216738,25,14,49324.65588618641,55174.65584702619,962.8327481520502,14.469216845798783,200.75684443810582,185.41703940193437,382.2167704616619,9.883459859946441,646.5018055865196,258.24026316203674,310217.17746856005,20185.7369468732,0,0,0,0,1,0,4048550.771336786,2273210.7629853254,6684469.277513892,55595.824015028884,3067970.5953007066,2396983.9570916593,5299193.182723781,18294.724544524644,2485183.476561745,1584983.378724102,1490963.0237982806,1957.0040161733805,3.842465605200744,769.6865316768913,314.79461994739836,255.97219169955983,BENIGN
192.168.10.14-205.174.165.73-17484-22-17,192.168.10.14,17484,205.174.165.73,17,3/7/2017 10:06:46,22,26771968,41,25,33491.81407761202,96065.39875386083,847.8235106619671,35.68875051743532,284.9411357484076,312.30961231987453,1335.3856047043657,32.471505586656505,643.347330407135,178.44032671818073,758926.5275088483,26624.29933750226,1,0,0,1,0,0,3448646.4811961455,309577.2467216614,8959253.068044463,23130.443253170917,4332757.780100283,614878.0539724873,4123598.74956166,99595.6053872521,363019.8204001467,2042882.2559812944,9759272.675854567,44128.11750056667,0.6786062278126237,738.0244747887085,163.8528427344392,72.64213843242747,BENIGN
192.168.10.14-205.174.165.73-59554-80-6,192.168.10.14,59554,205.174.165.73,6,3/7/2017 17:26:07,80,45743318,16,39,5938.955058720019,80541.58035689344,1186.6493180206805,53.68910860003362,471.8302428998334,380.45536816570905,66.25583182289213,68.89966970464698,405.8063561117522,328.64851041632295,695868.8626338884,317.830192382712,1,0,0,0,0,0,443550.9258397091,1748637.6292108567,9248110.620355217,27766.995877096735,2135528.575494106,1046876.4365014766,3568996.768692686,45235.58062038336,3479695.028226612,80698.11922834869,975111.7960143752,62720.644899982384,0.10680700344214533,275.25793159413803,129.05117211293816,117.71562267590063,BENIGN
192.168.10.12-172.16.0.5-9715-53-17,192.168.10.12,9715,172.16.0.5,17,3/7/2017 10:12:52,53,8224212,43,28,11281.258843334841,13451.503985740908,176.8143444405179,91.22412407700858,153.122704662247,313.56528310697297,1320.2495473745385,29.95936411227762,515.0698074986555,76.96473854749325,63267.98225655894,45057.82468582275,1,1,0,0,1,0,175647.53193518746,525287.2262397326,8429077.110655634,42035.66544393034,424136.54790884105,472602.97563191876,732130.270729936,41505.283943146256,2173092.29929958,2099062.6174047487,1661891.8080732292,71369.70126648385,3.5686115382238226,883.8286375786494,398.1493522411223,675.6853923129979,BENIGN
192.168.10.50-172.16.0.5-55338-53-6,192.168.10.50,55338,172.16.0.5,6,3/7/2017 17:21:56,53,57027276,12,39,41834.50147312751,44507.57896838739,473.59530173497643,60.62813119154207,694.6598351006269,399.1510561548528,1253.4355560693266,19.62696493105304,221.6506639990552,386.279033629029,464868.3885279862,4551.237402381275,0,0,0,0,0,0,2800324.241791728,1183821.1545944135,6496552.793730969,71244.89749790152,4083521.743685683,158495.0950284546,1797925.9445537154,87579.90839466485,3994714.4734273497,721448.7323463245,507581.7188930487,85830.31565465136,2.718352559373565,74.17293072860487,404.2521634266374,62.67591196547423,BENIGN
192.168.10.15-172.16.0.5-55295-80-6,192.168.10.15,55295,172.16.0.5,6,3/7/2017 9:16:16,80,57407701,32,13,6985.62145340072,79002.81341411755,1048.1632795510743,8.938309191133875,110.86666560642442,221.17382314590822,633.1836140258591,63.38544752204886,60.117662350131745,380.0697971949071,460899.2052423554,34066.94690745744,0,0,0,0,0,0,3876521.2768644886,2072650.619392258,8628857.866644671,72309.00230284587,418168.9889168966,494771.8029668594,7421980.411408256,63703.91963857452,405315.9833935127,2063869.204903141,4807798.784456301,80537.32745219812,2.194895289229217,894.2943032013724,485.66078788529796,42.935683135683355,BENIGN
192.168.10.8-205.174.165.68-21526-25-17,192.168.10.8,21526,205.174.165.68,17,3/7/2017 17:01:46,25,15456185,33,18,37626.466636411074,26080.406575854453,127.56065889196717,81.27658750708669,450.261218481568,288.19250516598424,715.1675070134974,49.11391773985486,682.6901981680865,38.30193784302938,175724.96700552866,38161.4328507249,0,1,0,0,0,0,2535718.434851241,1401938.3272435816,441464.1558536625,4885.3144070473145,3310185.5688275876,2657378.313964892,3778957.377772939,63666.791723287955,443442.775363726,2171697.6802622685,2750793.138894082,14995.860610293854,1.8886058614776098,122.94233020992407,309.7292994108408,598.2750985924672,BENIGN
192.168.10.1-205.174.165.68-21348-22-6,192.168.10.1,21348,205.174.165.68,6,3/7/2017 13:23:42,22,50375339,47,2,27627.16625418071,3937.599528593494,704.6538373794785,40.67319051021078,180.29239257900116,301.0512585044861,921.3132101103182,46.00236536420218,266.3078035406202,499.3705116845457,772366.4762407402,38930.69015303439,0,0,0,0,1,0,4009968.6029175892,2784415.799135203,8652513.279890757,25281.511869205686,2642879.006425457,2670614.9553312385,9152349.27306247,73850.62128675857,1308039.1148320737,2199854.990661031,9621520.478795897,64377.74239290138,2.7373883481489574,473.64177181159863,660.3404912961635,186.76150133272637,BENIGN
192.168.10.5-205.174.165.73-18574-443-6,192.168.10.5,18574,205.174.165.73,6,3/7/2017 11:33:41,443,90328503,5,9,34832.22700658539,61907.468496190784,442.7266686334045,17.0871135009255,428.56532137013636,334.74758888400703,1095.8276611659296,40.76412118791545,118.94464876899141,121.3581110516418,419799.7134661633,35849.55600295602,0,1,0,0,1,0,4803868.263151304,755549.7828610599,4619652.842986896,4077.885912386259,1950920.4585710655,2836358.5393624394,6316323.234877054,15667.201097813298,4730708.589788264,1120994.875378713,2906118.9194227345,87346.69464999378,0.9329454378515173,788.6590155145456,540.8430938185243,276.7857108633819,BENIGN
192.168.10.1-172.16.0.1-31814-8080-17,192.168.10.1,31814,172.16.0.1,17,3/7/2017 10:18:12,8080,55189205,18,18,25649.007251750456,95997.17022085334,795.5324147479571,91.62744501087921,16.86899236610287,112.93319884978258,163.44777533827482,24.14433923072391,523.0546267757369,259.3734531792053,830415.6361691649,13771.659631859968,0,1,1,1,0,0,3368388.9243102553,1019787.021820418,2896961.9189819284,63908.12848323838,4965630.130952797,874128.7493441349,2046398.7377647986,21613.34694097725,4848659.476825834,2471812.703201103,1943289.1777549365,52621.2530268111,2.9356077803326324,883.4802486663912,91.63531509071582,546.338261413642,BENIGN
192.168.10.50-205.174.165.73-48291-80-6,192.168.10.50,48291,205.174.165.73,6,3/7/2017 9:05:06,80,3961713,314,12,12054.816109432913,9141.868822927468,1018.1744456066581,49.25810561834444,101.030221609368,322.0141169541335,1499.1653661323817,3.921114565717254,304.9851964496832,17.37873525679412,19487265.030732345,159973.62628414118,1,0,0,0,1,0,4803699.683423471,2575135.3742300905,7789133.455794291,72028.60702873458,2622370.380603667,25145.843863604856,9115109.010400534,20870.355382821603,132846.31063279152,2432061.553658505,5860902.824010385,33458.84813266472,2.07511343479211,549.7404346459136,628.197567149233,392.90230865213914,DDoS
192.168.10.5-205.174.165.73-61099-22-6,192.168.10.5,61099,205.174.165.73,6,3/7/2017 12:52:38,22,91284262,14,25,18395.242322140413,79208.25358166736,200.88945201654667,5.794504341670825,233.42089133537226,35.45634377194051,184.7604684998273,52.59614187426006,578.9005602245863,143.41808523556637,539229.3281275294,11292.204347010515,1,1,0,0,0,0,3782605.9384991555,1221837.0704659652,1706006.8856884846,72295.40508812525,4708000.690325558,1819705.0005636641,5058525.886228853,7350.155145035964,2256459.678523975,1005573.8017937841,4182689.791675256,9222.474139293525,4.668889382350551,695.4170819075083,642.9579596820878,220.46128733112914,BENIGN
192.168.10.15-172.16.0.1-52012-443-17,192.168.10.15,52012,172.16.0.1,17,3/7/2017 14:47:02,443,66085524,26,27,21768.562483149723,79073.19124322917,69.53760444379503,69.36863295434812,87.3844851535349,64.39322392089657,1170.460144205432,1.7968832990864048,31.618890970095737,96.46928636293516,990258.2619740624,26012.828158191343,0,1,0,0,0,0,4090861.524314999,2288208.5597649855,3862841.215282068,68490.80954166409,363397.0514080748,2820927.7185461214,2128534.473474751,95278.6692794473,3837973.1855766503,762080.7565188471,3405334.007426749,5205.207182018212,2.14896721799209,550.291390593379,327.1803459452921,81.5802616181939,BENIGN
192.168.10.8-172.16.0.5-65506-8080-17,192.168.10.8,65506,172.16.0.5,17,3/7/2017 15:27:48,8080,100618110,3,7,12105.005720260066,89636.04983279906,7.438523253180451,52.78098805632211,335.57250972973145,97.03459345776317,447.66038549049574,47.688688235606016,500.3300937603653,275.1441066587646,893724.8850510117,6824.763643539417,0,0,0,1,1,0,3072542.724157025,372411.37892157596,1024747.3915685524,37056.28249908528,3455538.8873058246,54162.530728028236,8222568.634710554,50739.94723576517,4965952.506827629,1742530.875821722,648399.2787664027,28934.960280183263,2.870437472379879,934.9615947587288,535.989576924761,339.8309535825295,BENIGN
192.168.10.25-205.174.165.73-58012-22-17,192.168.10.25,58012,205.174.165.73,17,3/7/2017 10:25:48,22,86134135,39,38,37300.95056062868,67590.86152782982,1141.626599966389,85.42021621480752,67.24101243066441,261.1062090678048,217.7715733863182,78.35307595594263,434.45968656297117,318.3885028657881,568761.2015619933,7346.592594069912,0,1,0,1,1,0,2847407.6695287083,2376895.6655603736,8568346.365872843,95328.84819442306,4452698.386847069,325064.60364806466,8391863.761867208,80707.74139416638,1115139.5475280152,2341584.342896019,7762687.800013277,42987.45945409846,2.819575688237278,960.6280322188811,41.07939121026038,466.66340175835927,BENIGN
192.168.10.25-172.16.0.1-30985-80-17,192.168.10.25,30985,172.16.0.1,17,3/7/2017 16:30:09,80,86159185,29,11,37463.82788416253,30950.17564420376,1414.5472682419254,72.44012745329019,389.9953343350314,110.19867407447876,1005.2198394672198,60.24001010347904,271.3512889120145,121.98089770422088,950065.3484479227,6926.153100005971,0,1,0,0,1,0,4436413.595958906,353415.83896274975,1424562.774766125,69514.30482139277,3050035.0681747575,1024019.1898481523,5492521.956904624,84897.17303520147,736211.8514713245,1771536.3971092983,3587221.9163552234,67655.41892246326,2.1707278736277895,266.03854517264205,587.7006364089284,286.825416085757,BENIGN
192.168.10.12-172.16.0.1-37841-53-17,192.168.10.12,37841,172.16.0.1,17,3/7/2017 14:40:04,53,13187264,44,9,38324.550237613395,80723.2465807383,470.54202375755096,33.68524907564677,692.8694942058349,60.092967942098284,1264.9617589120667,77.72186120379496,299.00286835507353,74.47601944431959,587611.2118086484,38657.242547997346,0,0,0,0,1,0,3761664.2275353773,2934.5379735528086,6677163.381293993,51389.86068535457,3001962.2069102884,2722017.062125365,3892862.8759536855,99844.34921678223,583919.7275679659,2938951.6434800765,3871874.32526792,20205.86734641845,0.4060705255089342,193.33289425308809,458.91739801414855,617.6704073482708,BENIGN
